1	15.822881472938938	15.652788940429687	0.0001
2	15.448154562699168	15.421105316162109	9.938441702975689e-05
3	15.392381044488204	15.553131248474122	9.755282581475769e-05
4	15.29860680309095	15.396263916015625	9.45503262094184e-05
5	15.311945800379704	15.321192962646485	9.045084971874738e-05
6	15.257021230597244	15.349694778442382	8.535533905932738e-05
7	15.250485613772744	15.193625762939453	7.938926261462366e-05
8	15.232692289653578	15.340751670837403	7.269952498697734e-05
9	15.20556838828639	15.346972007751464	6.545084971874738e-05
10	15.212993700127853	15.288834320068359	5.782172325201156e-05
11	15.199811902096396	15.31857088470459	5.000000000000001e-05
12	15.179308643943385	15.215722900390626	4.217827674798848e-05
13	15.186328639783357	15.317605926513671	3.454915028125264e-05
14	15.145209039788497	15.248878913879395	2.730047501302267e-05
15	15.184244159096165	15.18465855407715	2.0610737385376356e-05
16	15.148743055644788	15.191622688293457	1.464466094067263e-05
17	15.151241266350997	15.321456047058106	9.549150281252635e-06
18	15.146292404174805	15.257217292785645	5.4496737905816115e-06
19	15.141029633773	15.287781715393066	2.4471741852423237e-06
20	15.166224788464998	15.255538604736328	6.155829702431171e-07
